study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	scientific_name	instrument_model	library_layout	fastq_ftp	fastq_galaxy	submitted_ftp	submitted_galaxy	sra_ftp	sra_galaxy	cram_index_ftp	cram_index_galaxy
PRJEB6455	SAMEA3725318	ERS1032467	ERX1283894	ERR1211643	10090	Mus musculus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/003/ERR1211643/ERR1211643_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/003/ERR1211643/ERR1211643_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/003/ERR1211643/ERR1211643_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/003/ERR1211643/ERR1211643_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA552/ERA552228/fastq/Teichmann_2i_5_84_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA552/ERA552228/fastq/Teichmann_2i_5_84_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA552/ERA552228/fastq/Teichmann_2i_5_84_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA552/ERA552228/fastq/Teichmann_2i_5_84_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR121/003/ERR1211643	ftp.sra.ebi.ac.uk/vol1/err/ERR121/003/ERR1211643		
PRJEB6455	SAMEA3725319	ERS1032468	ERX1283895	ERR1211644	10090	Mus musculus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/004/ERR1211644/ERR1211644_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/004/ERR1211644/ERR1211644_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/004/ERR1211644/ERR1211644_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/004/ERR1211644/ERR1211644_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA552/ERA552228/fastq/Teichmann_2i_5_85_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA552/ERA552228/fastq/Teichmann_2i_5_85_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA552/ERA552228/fastq/Teichmann_2i_5_85_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA552/ERA552228/fastq/Teichmann_2i_5_85_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR121/004/ERR1211644	ftp.sra.ebi.ac.uk/vol1/err/ERR121/004/ERR1211644		
PRJEB6455	SAMEA3725320	ERS1032469	ERX1283896	ERR1211645	10090	Mus musculus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/005/ERR1211645/ERR1211645_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/005/ERR1211645/ERR1211645_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/005/ERR1211645/ERR1211645_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/005/ERR1211645/ERR1211645_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA552/ERA552228/fastq/Teichmann_2i_5_86_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA552/ERA552228/fastq/Teichmann_2i_5_86_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA552/ERA552228/fastq/Teichmann_2i_5_86_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA552/ERA552228/fastq/Teichmann_2i_5_86_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR121/005/ERR1211645	ftp.sra.ebi.ac.uk/vol1/err/ERR121/005/ERR1211645		
PRJEB6455	SAMEA3725321	ERS1032470	ERX1283897	ERR1211646	10090	Mus musculus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/006/ERR1211646/ERR1211646_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/006/ERR1211646/ERR1211646_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/006/ERR1211646/ERR1211646_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/006/ERR1211646/ERR1211646_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA552/ERA552228/fastq/Teichmann_2i_5_87_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA552/ERA552228/fastq/Teichmann_2i_5_87_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA552/ERA552228/fastq/Teichmann_2i_5_87_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA552/ERA552228/fastq/Teichmann_2i_5_87_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR121/006/ERR1211646	ftp.sra.ebi.ac.uk/vol1/err/ERR121/006/ERR1211646		
PRJEB6455	SAMEA3725322	ERS1032471	ERX1283898	ERR1211647	10090	Mus musculus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/007/ERR1211647/ERR1211647_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/007/ERR1211647/ERR1211647_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/007/ERR1211647/ERR1211647_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/007/ERR1211647/ERR1211647_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA552/ERA552228/fastq/Teichmann_2i_5_88_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA552/ERA552228/fastq/Teichmann_2i_5_88_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA552/ERA552228/fastq/Teichmann_2i_5_88_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA552/ERA552228/fastq/Teichmann_2i_5_88_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR121/007/ERR1211647	ftp.sra.ebi.ac.uk/vol1/err/ERR121/007/ERR1211647		
PRJEB6455	SAMEA3725323	ERS1032472	ERX1283899	ERR1211648	10090	Mus musculus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/008/ERR1211648/ERR1211648_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/008/ERR1211648/ERR1211648_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/008/ERR1211648/ERR1211648_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/008/ERR1211648/ERR1211648_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA552/ERA552228/fastq/Teichmann_2i_5_89_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA552/ERA552228/fastq/Teichmann_2i_5_89_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA552/ERA552228/fastq/Teichmann_2i_5_89_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA552/ERA552228/fastq/Teichmann_2i_5_89_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR121/008/ERR1211648	ftp.sra.ebi.ac.uk/vol1/err/ERR121/008/ERR1211648		
PRJEB6455	SAMEA3725324	ERS1032473	ERX1283900	ERR1211649	10090	Mus musculus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/009/ERR1211649/ERR1211649_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/009/ERR1211649/ERR1211649_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/009/ERR1211649/ERR1211649_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/009/ERR1211649/ERR1211649_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA552/ERA552228/fastq/Teichmann_2i_5_90_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA552/ERA552228/fastq/Teichmann_2i_5_90_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA552/ERA552228/fastq/Teichmann_2i_5_90_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA552/ERA552228/fastq/Teichmann_2i_5_90_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR121/009/ERR1211649	ftp.sra.ebi.ac.uk/vol1/err/ERR121/009/ERR1211649		
PRJEB6455	SAMEA3725325	ERS1032474	ERX1283901	ERR1211650	10090	Mus musculus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/000/ERR1211650/ERR1211650_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/000/ERR1211650/ERR1211650_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/000/ERR1211650/ERR1211650_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/000/ERR1211650/ERR1211650_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA552/ERA552228/fastq/Teichmann_2i_5_91_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA552/ERA552228/fastq/Teichmann_2i_5_91_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA552/ERA552228/fastq/Teichmann_2i_5_91_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA552/ERA552228/fastq/Teichmann_2i_5_91_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR121/000/ERR1211650	ftp.sra.ebi.ac.uk/vol1/err/ERR121/000/ERR1211650		
PRJEB6455	SAMEA3725326	ERS1032475	ERX1283902	ERR1211651	10090	Mus musculus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/001/ERR1211651/ERR1211651_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/001/ERR1211651/ERR1211651_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/001/ERR1211651/ERR1211651_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/001/ERR1211651/ERR1211651_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA552/ERA552228/fastq/Teichmann_2i_5_92_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA552/ERA552228/fastq/Teichmann_2i_5_92_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA552/ERA552228/fastq/Teichmann_2i_5_92_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA552/ERA552228/fastq/Teichmann_2i_5_92_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR121/001/ERR1211651	ftp.sra.ebi.ac.uk/vol1/err/ERR121/001/ERR1211651		
PRJEB6455	SAMEA3725327	ERS1032476	ERX1283903	ERR1211652	10090	Mus musculus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/002/ERR1211652/ERR1211652_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/002/ERR1211652/ERR1211652_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/002/ERR1211652/ERR1211652_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/002/ERR1211652/ERR1211652_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA552/ERA552228/fastq/Teichmann_2i_5_93_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA552/ERA552228/fastq/Teichmann_2i_5_93_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA552/ERA552228/fastq/Teichmann_2i_5_93_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA552/ERA552228/fastq/Teichmann_2i_5_93_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR121/002/ERR1211652	ftp.sra.ebi.ac.uk/vol1/err/ERR121/002/ERR1211652		
PRJEB6455	SAMEA3725328	ERS1032477	ERX1283904	ERR1211653	10090	Mus musculus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/003/ERR1211653/ERR1211653_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/003/ERR1211653/ERR1211653_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/003/ERR1211653/ERR1211653_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/003/ERR1211653/ERR1211653_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA552/ERA552228/fastq/Teichmann_2i_5_94_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA552/ERA552228/fastq/Teichmann_2i_5_94_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA552/ERA552228/fastq/Teichmann_2i_5_94_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA552/ERA552228/fastq/Teichmann_2i_5_94_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR121/003/ERR1211653	ftp.sra.ebi.ac.uk/vol1/err/ERR121/003/ERR1211653		
PRJEB6455	SAMEA3725329	ERS1032478	ERX1283905	ERR1211654	10090	Mus musculus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/004/ERR1211654/ERR1211654_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/004/ERR1211654/ERR1211654_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/004/ERR1211654/ERR1211654_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/004/ERR1211654/ERR1211654_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA552/ERA552228/fastq/Teichmann_2i_5_95_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA552/ERA552228/fastq/Teichmann_2i_5_95_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA552/ERA552228/fastq/Teichmann_2i_5_95_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA552/ERA552228/fastq/Teichmann_2i_5_95_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR121/004/ERR1211654	ftp.sra.ebi.ac.uk/vol1/err/ERR121/004/ERR1211654		
PRJEB6455	SAMEA3725330	ERS1032479	ERX1283906	ERR1211655	10090	Mus musculus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/005/ERR1211655/ERR1211655_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/005/ERR1211655/ERR1211655_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/005/ERR1211655/ERR1211655_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/005/ERR1211655/ERR1211655_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA552/ERA552228/fastq/Teichmann_2i_5_96_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA552/ERA552228/fastq/Teichmann_2i_5_96_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA552/ERA552228/fastq/Teichmann_2i_5_96_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA552/ERA552228/fastq/Teichmann_2i_5_96_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR121/005/ERR1211655	ftp.sra.ebi.ac.uk/vol1/err/ERR121/005/ERR1211655		
PRJEB6455	SAMEA2570713	ERS471154	ERX488330	ERR522818	10090	Mus musculus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522818/ERR522818_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522818/ERR522818_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522818/ERR522818_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522818/ERR522818_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315650/fastq/Teichmann_2i_2_70_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315650/fastq/Teichmann_2i_2_70_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315650/fastq/Teichmann_2i_2_70_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315650/fastq/Teichmann_2i_2_70_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR522/ERR522818	ftp.sra.ebi.ac.uk/vol1/err/ERR522/ERR522818		
PRJEB6455	SAMEA2570459	ERS470900	ERX488076	ERR522819	10090	Mus musculus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522819/ERR522819_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522819/ERR522819_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522819/ERR522819_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522819/ERR522819_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315650/fastq/Teichmann_2i_2_27_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315650/fastq/Teichmann_2i_2_27_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315650/fastq/Teichmann_2i_2_27_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315650/fastq/Teichmann_2i_2_27_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR522/ERR522819	ftp.sra.ebi.ac.uk/vol1/err/ERR522/ERR522819		
PRJEB6455	SAMEA2570503	ERS470944	ERX488120	ERR522820	10090	Mus musculus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522820/ERR522820_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522820/ERR522820_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522820/ERR522820_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522820/ERR522820_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315650/fastq/Teichmann_serum2_88_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315650/fastq/Teichmann_serum2_88_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315650/fastq/Teichmann_serum2_88_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315650/fastq/Teichmann_serum2_88_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR522/ERR522820	ftp.sra.ebi.ac.uk/vol1/err/ERR522/ERR522820		
PRJEB6455	SAMEA2570684	ERS471125	ERX488301	ERR522821	10090	Mus musculus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522821/ERR522821_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522821/ERR522821_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522821/ERR522821_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522821/ERR522821_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315650/fastq/Teichmann_serum1_95_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315650/fastq/Teichmann_serum1_95_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315650/fastq/Teichmann_serum1_95_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315650/fastq/Teichmann_serum1_95_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR522/ERR522821	ftp.sra.ebi.ac.uk/vol1/err/ERR522/ERR522821		
PRJEB6455	SAMEA2570704	ERS471145	ERX488321	ERR522822	10090	Mus musculus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522822/ERR522822_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522822/ERR522822_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522822/ERR522822_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522822/ERR522822_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315650/fastq/Teichmann_serum1_88_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315650/fastq/Teichmann_serum1_88_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315650/fastq/Teichmann_serum1_88_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315650/fastq/Teichmann_serum1_88_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR522/ERR522822	ftp.sra.ebi.ac.uk/vol1/err/ERR522/ERR522822		
PRJEB6455	SAMEA2570480	ERS470921	ERX488097	ERR522823	10090	Mus musculus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522823/ERR522823_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522823/ERR522823_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522823/ERR522823_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522823/ERR522823_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315650/fastq/Teichmann_serum1_41_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315650/fastq/Teichmann_serum1_41_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315650/fastq/Teichmann_serum1_41_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315650/fastq/Teichmann_serum1_41_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR522/ERR522823	ftp.sra.ebi.ac.uk/vol1/err/ERR522/ERR522823		
PRJEB6455	SAMEA2570823	ERS471264	ERX488440	ERR522824	10090	Mus musculus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522824/ERR522824_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522824/ERR522824_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522824/ERR522824_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522824/ERR522824_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315650/fastq/Teichmann_serum2_34_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315650/fastq/Teichmann_serum2_34_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315650/fastq/Teichmann_serum2_34_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315650/fastq/Teichmann_serum2_34_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR522/ERR522824	ftp.sra.ebi.ac.uk/vol1/err/ERR522/ERR522824		
PRJEB6455	SAMEA2570495	ERS470936	ERX488112	ERR522825	10090	Mus musculus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522825/ERR522825_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522825/ERR522825_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522825/ERR522825_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522825/ERR522825_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315650/fastq/Teichmann_serum2_76_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315650/fastq/Teichmann_serum2_76_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315650/fastq/Teichmann_serum2_76_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315650/fastq/Teichmann_serum2_76_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR522/ERR522825	ftp.sra.ebi.ac.uk/vol1/err/ERR522/ERR522825		
PRJEB6455	SAMEA2570624	ERS471065	ERX488241	ERR522826	10090	Mus musculus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522826/ERR522826_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522826/ERR522826_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522826/ERR522826_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522826/ERR522826_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315650/fastq/Teichmann_a2i_2_59_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315650/fastq/Teichmann_a2i_2_59_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315650/fastq/Teichmann_a2i_2_59_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315650/fastq/Teichmann_a2i_2_59_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR522/ERR522826	ftp.sra.ebi.ac.uk/vol1/err/ERR522/ERR522826		
PRJEB6455	SAMEA2570515	ERS470956	ERX488132	ERR522827	10090	Mus musculus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522827/ERR522827_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522827/ERR522827_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522827/ERR522827_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR522/ERR522827/ERR522827_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315650/fastq/Teichmann_a2i_2_15_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315650/fastq/Teichmann_a2i_2_15_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315650/fastq/Teichmann_a2i_2_15_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA315/ERA315650/fastq/Teichmann_a2i_2_15_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR522/ERR522827	ftp.sra.ebi.ac.uk/vol1/err/ERR522/ERR522827		
